Questions,Answers,Tags,Source,processed_at,word_count_q,word_count_a
what is the anatomy relevant to breast cancer?,"the breasts of an adult woman are milk-producing glands on the front of the chest wall. they rest on the pectoralis major and are supported by and attached to the front of the chest wall on either side of the sternum by ligaments. each breast contains 15-20 lobes arranged in a circular fashion. for more information, visit:",anatomy ,https://www.medscape.com/answers/1947145-155249/what-is-the-anatomy-relevant-to-breast-cancer,2025-06-21 22:19:34.186201,8,57
How common is breast cancer worldwide,"the final decades of the 20th century saw worldwide increases in the incidence of breast cancer, with the highest rates reported in westernized countries. reasons for this trend are largely attributed to introduction of screening mammography. changes in reproductive patterns particularly fewer children and later age at first birth may also have played a role, as may changes in lifestyle factors, including the following: western dietary patterns decreased physical activity rising obesity rates",common worldwide prevalence,https://www.medscape.com/answers/1947145-155272/what-is-the-global-prevalence-of-breast-cancer,2025-06-21 22:19:34.186201,6,73
which organizations have issued guidelines for pharmacologic intervention for breast cancer risk reduction?,"guidelines for pharmacologic intervention in women who are at increased risk for breast cancer, but do not have a personal history of breast cancer, have been issued by the american society of clinical oncology (asco) and the u. s. preventive services task force (uspstf). the guidelines differ in their classification of increased risk and in their inclusion of women with lobular carcinoma in situ (lobular carcinoma in situ).",risk reduction organizations,https://www.medscape.com/answers/1947145-155393/which-organizations-have-issued-guidelines-for-pharmacologic-intervention-for-breast-cancer-risk-reduction,2025-06-21 22:19:34.186201,13,68
ASCO criteria for postmastectomy radiation therapy in the treatment of breast cancer,"clinical practice guidelines developed by the american society of clinical oncology (asco), along with several prospective, randomized clinical trials, recommend that postmastectomy radiation therapy be performed according to the following criteria : 1) positive postmastectomy margins 2) primary tumors 5 cm 3) involvement of 4 lymph nodes",postmastectomy radiation therapy ASCO criteria,https://www.medscape.com/answers/1947145-155352/what-are-the-asco-criteria-for-postmastectomy-radiation-therapy-in-the-treatment-of-breast-cancer,2025-06-21 22:19:34.186201,12,47
what is the role of drug treatment for breast cancer?,"in patients receiving adjuvant aromatase inhibitor therapy for breast cancer who are at high risk for fracture, the monoclonal antibody denosumab or either of the bisphosphonates zoledronic acid and pamidronate may be added to the treatment regimen to increase bone mass. these agents are given along with calcium and vitamin d supplementation.",medicine medication,https://www.medscape.com/answers/1947145-155247/what-is-the-role-of-drug-treatment-for-breast-cancer,2025-06-21 22:19:34.186201,10,52
what are the nccn guidelines on the use of sentinel lymph node biopsy (slnb) for the treatment of breast cancer?,"the nccn guidelines recommend that slnb should be performed and is the preferred method of axillary lymph node staging if the patient is an appropriate candidate for slnb. 72 candidates include patients who are clinically node negative at the time of breast cancer diagnosis, with or without 1 2 suspicious nodes on imaging, and for whom no preoperative systemic therapy is planned. if the sentinel lymph node is negative, no further axillary surgery is a category 1 recommendation. the nccn recommends axillary dissection level i ii if the sentinel node is not identified or if the sentinel node is positive but the patient fails to meet all the following criteria: t1 or t2 tumor only one or two positive sentinel lymph nodes breast-conserving surgery whole-breast radiation therapy planned no preoperative chemotherapy",sentinel lymph node biopsy. axillary lymph node dissection.,https://www.medscape.com/answers/1947145-155402/what-are-the-nccn-guidelines-on-the-use-of-sentinel-lymph-node-biopsy-slnb-for-the-treatment-of-breast-cancer,2025-06-21 22:19:34.186201,20,131
what are basic facts about breast cancer?,many early breast carcinomas are asymptomatic; pain or discomfort is not usually a symptom of breast cancer. breast cancer is often first detected as an abnormality on a mammogram before it is felt by the patient or healthcare provider.,fundamentals,https://www.medscape.com/answers/1947145-155248/what-are-basic-facts-about-breast-cancer,2025-06-21 22:19:34.186201,7,39
what is the efficacy of 3d mammography for breast cancer screening?,"in the screening with tomosynthesis or standard mammography-2 (storm-2) study a prospective population-based screening study in 9672 women that compared integrated 3d mammography with 2d mammography 3d mammography detected more cases of breast cancer than 2d mammography but increased the percentage of false-positive recalls in sequential screen-reading. thus, the benefit of significantly increased breast cancer detection with tomosynthesis screening must be weighed against the possible risk of overdiagnosis.",3D mammography efficacy,https://www.medscape.com/answers/1947145-155305/what-is-the-efficacy-of-3d-mammography-for-breast-cancer-screening,2025-06-21 22:19:34.186201,11,68
what is the role of lifestyle factors in the etiology of breast cancer?,"as with cancers of the colon and prostate, diets that are rich in grains, fruits, and vegetables; low in saturated fats; low in energy (calories); and low in alcohol the more common pattern in less industrialized countries are thought to be protective against breast cancer.",lifestyle factors,https://www.medscape.com/answers/1947145-155265/what-is-the-role-of-lifestyle-factors-in-the-etiology-of-breast-cancer,2025-06-21 22:19:34.186201,13,45
how is lobular carcinoma in situ breast cancer treated?,"overall, treatment options for lobular carcinoma in situ (lobular carcinoma in situ) include observation and close follow-up care with or without tamoxifen and bilateral mastectomy with or without reconstruction. there is no evidence of therapeutic benefit from local excision, axillary dissection, radiotherapy, or chemotherapy. lobular carcinoma in situ in the breast of a woman with ductal or lobular cancer does not require further immediate surgery on the opposite breast. mirror biopsy of the contralateral breast, once advocated for treatment of lobular carcinoma in situ, is now mainly of historic interest.",LCIS Treatment ,https://www.medscape.com/answers/1947145-155358/how-is-lcis-breast-cancer-treated,2025-06-21 22:19:34.186201,9,90
How is breast cancer classified,various types of breast cancers: infiltrating ductal carcinoma is the most commonly diagnosed breast tumor and has a tendency to metastasize via lymphatics.,classified categorized,https://www.medscape.com/answers/1947145-155251/how-is-breast-cancer-categorized,2025-06-21 22:19:34.186201,5,23
what is the role of diagnostic mammography in the evaluation of breast cancer?,"mammography is used both for screening to detect a cancer and for diagnostic workup of patients after a tumor is detected. screening mammography is performed in asymptomatic women, whereas diagnostic mammography is performed in symptomatic women (ie, when a breast lump or nipple discharge is present or when an abnormality is found during screening mammography).",diagnostic mammography role,https://www.medscape.com/answers/1947145-155307/what-is-the-role-of-diagnostic-mammography-in-the-evaluation-of-breast-cancer,2025-06-21 22:19:34.186201,13,55
